split,train_frac,n_train_rows,objective,n_products,mean_regret,median_regret,std_regret,mean_relative_performance,price_match_rate,mean_candidate_prices,selected_exposure_n
8,0.7,2090,expected_revenue,15,0.0094776637412112,0.0,0.0215264979590895,0.9997744467908524,0.8,9.466666666666669,100
8,0.8,2388,cvar_0.25,15,0.0524869378442735,0.0,0.1156124897097971,0.9936513341575456,0.7333333333333333,9.466666666666669,100
8,0.8,2388,expected_revenue,15,0.0417905737139631,0.0,0.1294622695554912,0.9990718046468936,0.8,9.466666666666669,100
9,0.01,30,cvar_0.25,15,1.3571977475458703,0.3822906021945007,2.1430844295030584,0.7777664225031294,0.3333333333333333,9.466666666666669,250
9,0.01,30,expected_revenue,15,1.0953649569150308,0.9014534556639616,1.3758979894538963,0.9687036370879932,0.3333333333333333,9.466666666666669,250
9,0.025,74,cvar_0.25,15,0.8802313173953643,0.4374199362421125,0.9893372095040868,0.8719746274862141,0.2666666666666666,9.466666666666669,100
9,0.025,74,expected_revenue,15,3.6230601930680177,2.8105849135465277,5.374684355151768,0.8978440872583658,0.1333333333333333,9.466666666666669,100
9,0.05,147,cvar_0.25,15,0.1473667006412537,0.0,0.4391229748970744,0.9797079810192016,0.6666666666666666,9.466666666666669,250
9,0.05,147,expected_revenue,15,0.7644859799980992,0.0,1.3910087685324806,0.9841318606776708,0.5333333333333333,9.466666666666669,250
9,0.1,294,cvar_0.25,15,0.2735975482567985,0.0,0.5238816428832752,0.964634776197027,0.6,9.466666666666669,250
9,0.1,294,expected_revenue,15,0.7550906392495738,0.0,1.3959883422455994,0.9844394126273937,0.6,9.466666666666669,250
9,0.2,588,cvar_0.25,15,0.0001890981375749,0.0,0.0007323739376266,0.9999431199700578,0.9333333333333332,9.466666666666669,250
9,0.2,588,expected_revenue,15,0.7091791644659751,0.0,1.3577664778380925,0.984452738779382,0.5333333333333333,9.466666666666669,250
9,0.3,881,cvar_0.25,15,0.0280588809401498,0.0,0.0984979993364235,0.9942711258962948,0.8666666666666667,9.466666666666669,250
9,0.3,881,expected_revenue,15,0.7091791644659751,0.0,1.3577664778380925,0.984452738779382,0.5333333333333333,9.466666666666669,250
9,0.4,1175,cvar_0.25,15,0.0968242897576041,0.0,0.3615538319439507,0.9828948483374628,0.7333333333333333,9.466666666666669,250
9,0.4,1175,expected_revenue,15,0.2001814310570305,0.0,0.4275159659887868,0.9955068600399736,0.6666666666666666,9.466666666666669,250
9,0.5,1468,cvar_0.25,15,0.0001890981375749,0.0,0.0007323739376266,0.9999431199700578,0.9333333333333332,9.466666666666669,250
9,0.5,1468,expected_revenue,15,0.28239566337248,0.0,0.5484138000965797,0.9937745849944508,0.6666666666666666,9.466666666666669,250
9,0.6,1762,cvar_0.25,15,0.0028383172867031,0.0,0.0102341737435764,0.999094130765784,0.8666666666666667,9.466666666666669,250
9,0.6,1762,expected_revenue,15,0.2939914952763549,0.0,0.5462317209986796,0.9935033442061508,0.6666666666666666,9.466666666666669,250
9,0.7,2056,cvar_0.25,15,0.0001890981375749,0.0,0.0007323739376266,0.9999431199700578,0.9333333333333332,9.466666666666669,250
9,0.7,2056,expected_revenue,15,0.2859067881558881,0.0,0.5518313740538184,0.9938281338803596,0.7333333333333333,9.466666666666669,250
9,0.8,2349,cvar_0.25,15,0.0001890981375749,0.0,0.0007323739376266,0.9999431199700578,0.9333333333333332,9.466666666666669,250
9,0.8,2349,expected_revenue,15,0.28239566337248,0.0,0.5484138000965797,0.9937745849944508,0.6666666666666666,9.466666666666669,250
